Date;Country;Value;Semana
08/10/2009;Brazil;17.450;5
09/10/2009;Brazil;17.395;6
12/10/2009;Brazil;;2
13/10/2009;Brazil;17.310;3
14/10/2009;Brazil;17.055;4
15/10/2009;Brazil;17.010;5
16/10/2009;Brazil;17.070;6
19/10/2009;Brazil;17.085;2
20/10/2009;Brazil;17.555;3
21/10/2009;Brazil;17.335;4
22/10/2009;Brazil;17.258;5
23/10/2009;Brazil;17.143;6
26/10/2009;Brazil;17.166;2
27/10/2009;Brazil;17.308;3
28/10/2009;Brazil;17.541;4
29/10/2009;Brazil;17.380;5
30/10/2009;Brazil;17.445;6
02/11/2009;Brazil;17.485;2
03/11/2009;Brazil;17.530;3
04/11/2009;Brazil;17.229;4
05/11/2009;Brazil;17.222;5
06/11/2009;Brazil;17.165;6
09/11/2009;Brazil;16.995;2
10/11/2009;Brazil;17.088;3
11/11/2009;Brazil;;4
12/11/2009;Brazil;17.350;5
13/11/2009;Brazil;17.270;6
16/11/2009;Brazil;17.102;2
17/11/2009;Brazil;17.205;3
18/11/2009;Brazil;17.078;4
19/11/2009;Brazil;17.325;5
20/11/2009;Brazil;17.340;6
23/11/2009;Brazil;17.255;2
24/11/2009;Brazil;17.308;3
25/11/2009;Brazil;17.271;4
26/11/2009;Brazil;;5
27/11/2009;Brazil;17.369;6
30/11/2009;Brazil;17.505;2
01/12/2009;Brazil;17.253;3
02/12/2009;Brazil;17.195;4
03/12/2009;Brazil;17.050;5
04/12/2009;Brazil;17.234;6
07/12/2009;Brazil;17.265;2
08/12/2009;Brazil;17.500;3
09/12/2009;Brazil;17.630;4
10/12/2009;Brazil;17.723;5
11/12/2009;Brazil;17.605;6
14/12/2009;Brazil;17.465;2
15/12/2009;Brazil;17.510;3
16/12/2009;Brazil;17.469;4
17/12/2009;Brazil;17.905;5
18/12/2009;Brazil;17.890;6
21/12/2009;Brazil;17.820;2
22/12/2009;Brazil;17.827;3
23/12/2009;Brazil;17.605;4
24/12/2009;Brazil;17.618;5
25/12/2009;Brazil;;6
28/12/2009;Brazil;17.385;2
29/12/2009;Brazil;17.380;3
30/12/2009;Brazil;17.423;4
31/12/2009;Brazil;17.425;5
01/01/2010;Brazil;;6
04/01/2010;Brazil;17.200;2
05/01/2010;Brazil;17.296;3
06/01/2010;Brazil;17.292;4
07/01/2010;Brazil;17.409;5
08/01/2010;Brazil;17.342;6
11/01/2010;Brazil;17.330;2
12/01/2010;Brazil;17.407;3
13/01/2010;Brazil;17.480;4
14/01/2010;Brazil;17.684;5
15/01/2010;Brazil;17.681;6
18/01/2010;Brazil;;2
19/01/2010;Brazil;17.767;3
20/01/2010;Brazil;17.920;4
21/01/2010;Brazil;18.021;5
22/01/2010;Brazil;18.210;6
25/01/2010;Brazil;18.200;2
26/01/2010;Brazil;18.466;3
27/01/2010;Brazil;18.529;4
28/01/2010;Brazil;18.525;5
29/01/2010;Brazil;18.755;6
01/02/2010;Brazil;18.645;2
02/02/2010;Brazil;18.325;3
03/02/2010;Brazil;18.507;4
04/02/2010;Brazil;18.865;5
05/02/2010;Brazil;18.845;6
08/02/2010;Brazil;18.648;2
09/02/2010;Brazil;18.450;3
10/02/2010;Brazil;18.575;4
11/02/2010;Brazil;18.551;5
12/02/2010;Brazil;18.624;6
15/02/2010;Brazil;;2
16/02/2010;Brazil;18.394;3
17/02/2010;Brazil;18.355;4
18/02/2010;Brazil;18.229;5
19/02/2010;Brazil;18.050;6
22/02/2010;Brazil;18.080;2
23/02/2010;Brazil;18.225;3
24/02/2010;Brazil;18.203;4
25/02/2010;Brazil;18.400;5
26/02/2010;Brazil;18.010;6
01/03/2010;Brazil;17.971;2
02/03/2010;Brazil;17.822;3
03/03/2010;Brazil;17.763;4
04/03/2010;Brazil;17.895;5
05/03/2010;Brazil;17.781;6
08/03/2010;Brazil;17.870;2
09/03/2010;Brazil;17.894;3
10/03/2010;Brazil;17.685;4
11/03/2010;Brazil;17.698;5
12/03/2010;Brazil;17.630;6
15/03/2010;Brazil;17.660;2
16/03/2010;Brazil;17.620;3
17/03/2010;Brazil;17.655;4
18/03/2010;Brazil;17.895;5
19/03/2010;Brazil;17.988;6
22/03/2010;Brazil;18.022;2
23/03/2010;Brazil;17.815;3
24/03/2010;Brazil;17.882;4
25/03/2010;Brazil;18.050;5
26/03/2010;Brazil;18.207;6
29/03/2010;Brazil;18.080;2
30/03/2010;Brazil;17.970;3
31/03/2010;Brazil;17.821;4
01/04/2010;Brazil;17.659;5
02/04/2010;Brazil;17.640;6
05/04/2010;Brazil;17.585;2
06/04/2010;Brazil;17.593;3
07/04/2010;Brazil;17.635;4
08/04/2010;Brazil;17.780;5
09/04/2010;Brazil;17.709;6
12/04/2010;Brazil;17.575;2
13/04/2010;Brazil;17.583;3
14/04/2010;Brazil;17.445;4
15/04/2010;Brazil;17.428;5
16/04/2010;Brazil;17.610;6
19/04/2010;Brazil;17.622;2
20/04/2010;Brazil;17.509;3
21/04/2010;Brazil;17.497;4
22/04/2010;Brazil;17.690;5
23/04/2010;Brazil;17.633;6
26/04/2010;Brazil;17.450;2
27/04/2010;Brazil;17.652;3
28/04/2010;Brazil;17.622;4
29/04/2010;Brazil;17.305;5
30/04/2010;Brazil;17.270;6
03/05/2010;Brazil;17.360;2
04/05/2010;Brazil;17.515;3
05/05/2010;Brazil;17.819;4
06/05/2010;Brazil;18.365;5
07/05/2010;Brazil;18.360;6
10/05/2010;Brazil;17.783;2
11/05/2010;Brazil;17.764;3
12/05/2010;Brazil;17.734;4
13/05/2010;Brazil;17.721;5
14/05/2010;Brazil;18.035;6
17/05/2010;Brazil;18.204;2
18/05/2010;Brazil;17.980;3
19/05/2010;Brazil;18.498;4
20/05/2010;Brazil;18.885;5
21/05/2010;Brazil;18.499;6
24/05/2010;Brazil;18.520;2
25/05/2010;Brazil;18.785;3
26/05/2010;Brazil;18.560;4
27/05/2010;Brazil;18.274;5
28/05/2010;Brazil;18.170;6
31/05/2010;Brazil;;2
01/06/2010;Brazil;18.235;3
02/06/2010;Brazil;18.287;4
03/06/2010;Brazil;18.170;5
04/06/2010;Brazil;18.420;6
07/06/2010;Brazil;18.651;2
08/06/2010;Brazil;18.608;3
09/06/2010;Brazil;18.380;4
10/06/2010;Brazil;18.140;5
11/06/2010;Brazil;18.045;6
14/06/2010;Brazil;18.017;2
15/06/2010;Brazil;17.902;3
16/06/2010;Brazil;17.854;4
17/06/2010;Brazil;17.819;5
18/06/2010;Brazil;17.723;6
21/06/2010;Brazil;17.624;2
22/06/2010;Brazil;17.670;3
23/06/2010;Brazil;17.870;4
24/06/2010;Brazil;17.915;5
25/06/2010;Brazil;17.820;6
28/06/2010;Brazil;17.773;2
29/06/2010;Brazil;18.060;3
30/06/2010;Brazil;17.941;4
01/07/2010;Brazil;18.010;5
02/07/2010;Brazil;17.765;6
05/07/2010;Brazil;;2
06/07/2010;Brazil;17.628;3
07/07/2010;Brazil;17.706;4
08/07/2010;Brazil;17.595;5
09/07/2010;Brazil;17.587;6
12/07/2010;Brazil;17.648;2
13/07/2010;Brazil;17.510;3
14/07/2010;Brazil;17.603;4
15/07/2010;Brazil;17.715;5
16/07/2010;Brazil;17.858;6
19/07/2010;Brazil;17.857;2
20/07/2010;Brazil;17.789;3
21/07/2010;Brazil;17.735;4
22/07/2010;Brazil;17.639;5
23/07/2010;Brazil;17.618;6
26/07/2010;Brazil;17.680;2
27/07/2010;Brazil;17.640;3
28/07/2010;Brazil;17.623;4
29/07/2010;Brazil;17.678;5
30/07/2010;Brazil;17.585;6
02/08/2010;Brazil;17.460;2
03/08/2010;Brazil;17.568;3
04/08/2010;Brazil;17.582;4
05/08/2010;Brazil;17.565;5
06/08/2010;Brazil;17.585;6
09/08/2010;Brazil;17.540;2
10/08/2010;Brazil;17.613;3
11/08/2010;Brazil;17.670;4
12/08/2010;Brazil;17.685;5
13/08/2010;Brazil;17.718;6
16/08/2010;Brazil;17.580;2
17/08/2010;Brazil;17.513;3
18/08/2010;Brazil;17.513;4
19/08/2010;Brazil;17.626;5
20/08/2010;Brazil;17.615;6
23/08/2010;Brazil;17.640;2
24/08/2010;Brazil;17.622;3
25/08/2010;Brazil;17.680;4
26/08/2010;Brazil;17.590;5
27/08/2010;Brazil;17.493;6
30/08/2010;Brazil;17.570;2
31/08/2010;Brazil;17.529;3
01/09/2010;Brazil;17.406;4
02/09/2010;Brazil;17.339;5
03/09/2010;Brazil;17.238;6
06/09/2010;Brazil;;2
07/09/2010;Brazil;17.280;3
08/09/2010;Brazil;17.230;4
09/09/2010;Brazil;17.256;5
10/09/2010;Brazil;17.183;6
13/09/2010;Brazil;17.165;2
14/09/2010;Brazil;17.037;3
15/09/2010;Brazil;17.176;4
16/09/2010;Brazil;17.198;5
17/09/2010;Brazil;17.145;6
20/09/2010;Brazil;17.158;2
21/09/2010;Brazil;17.276;3
22/09/2010;Brazil;17.226;4
23/09/2010;Brazil;17.187;5
24/09/2010;Brazil;17.119;6
27/09/2010;Brazil;17.089;2
28/09/2010;Brazil;17.071;3
29/09/2010;Brazil;17.039;4
30/09/2010;Brazil;16.960;5
01/10/2010;Brazil;16.810;6
04/10/2010;Brazil;16.887;2
05/10/2010;Brazil;16.733;3
06/10/2010;Brazil;16.721;4
07/10/2010;Brazil;16.798;5
08/10/2010;Brazil;16.748;6
11/10/2010;Brazil;;2
12/10/2010;Brazil;16.697;3
13/10/2010;Brazil;16.574;4
14/10/2010;Brazil;16.633;5
15/10/2010;Brazil;16.576;6
18/10/2010;Brazil;16.632;2
19/10/2010;Brazil;16.914;3
20/10/2010;Brazil;16.749;4
21/10/2010;Brazil;16.930;5
22/10/2010;Brazil;16.948;6
25/10/2010;Brazil;17.078;2
26/10/2010;Brazil;17.053;3
27/10/2010;Brazil;17.164;4
28/10/2010;Brazil;17.119;5
29/10/2010;Brazil;16.982;6
01/11/2010;Brazil;17.042;2
02/11/2010;Brazil;17.033;3
03/11/2010;Brazil;16.985;4
04/11/2010;Brazil;16.790;5
05/11/2010;Brazil;16.831;6
08/11/2010;Brazil;16.974;2
09/11/2010;Brazil;16.987;3
10/11/2010;Brazil;17.090;4
11/11/2010;Brazil;;5
12/11/2010;Brazil;17.200;6
15/11/2010;Brazil;17.216;2
16/11/2010;Brazil;17.378;3
17/11/2010;Brazil;17.227;4
18/11/2010;Brazil;17.137;5
19/11/2010;Brazil;17.204;6
22/11/2010;Brazil;17.223;2
23/11/2010;Brazil;17.378;3
24/11/2010;Brazil;17.230;4
25/11/2010;Brazil;;5
26/11/2010;Brazil;17.268;6
29/11/2010;Brazil;17.282;2
30/11/2010;Brazil;17.146;3
01/12/2010;Brazil;17.030;4
02/12/2010;Brazil;17.015;5
03/12/2010;Brazil;16.859;6
06/12/2010;Brazil;16.848;2
07/12/2010;Brazil;16.809;3
08/12/2010;Brazil;16.901;4
09/12/2010;Brazil;17.064;5
10/12/2010;Brazil;17.183;6
13/12/2010;Brazil;17.054;2
14/12/2010;Brazil;16.945;3
15/12/2010;Brazil;16.979;4
16/12/2010;Brazil;17.048;5
17/12/2010;Brazil;17.134;6
20/12/2010;Brazil;17.081;2
21/12/2010;Brazil;16.970;3
22/12/2010;Brazil;16.958;4
23/12/2010;Brazil;16.938;5
24/12/2010;Brazil;;6
27/12/2010;Brazil;16.897;2
28/12/2010;Brazil;16.898;3
29/12/2010;Brazil;16.810;4
30/12/2010;Brazil;16.631;5
31/12/2010;Brazil;;6
03/01/2011;Brazil;16.452;2
04/01/2011;Brazil;16.687;3
05/01/2011;Brazil;16.694;4
06/01/2011;Brazil;16.880;5
07/01/2011;Brazil;16.850;6
10/01/2011;Brazil;16.921;2
11/01/2011;Brazil;16.899;3
12/01/2011;Brazil;16.761;4
13/01/2011;Brazil;16.666;5
14/01/2011;Brazil;16.819;6
17/01/2011;Brazil;;2
18/01/2011;Brazil;16.725;3
19/01/2011;Brazil;16.704;4
20/01/2011;Brazil;16.735;5
21/01/2011;Brazil;16.705;6
24/01/2011;Brazil;16.695;2
25/01/2011;Brazil;16.700;3
26/01/2011;Brazil;16.682;4
27/01/2011;Brazil;16.746;5
28/01/2011;Brazil;16.845;6
31/01/2011;Brazil;16.739;2
01/02/2011;Brazil;16.620;3
02/02/2011;Brazil;16.641;4
03/02/2011;Brazil;16.676;5
04/02/2011;Brazil;16.745;6
07/02/2011;Brazil;16.780;2
08/02/2011;Brazil;16.679;3
09/02/2011;Brazil;16.621;4
10/02/2011;Brazil;16.670;5
11/02/2011;Brazil;16.655;6
14/02/2011;Brazil;16.665;2
15/02/2011;Brazil;16.680;3
16/02/2011;Brazil;16.724;4
17/02/2011;Brazil;16.605;5
18/02/2011;Brazil;16.645;6
21/02/2011;Brazil;;2
22/02/2011;Brazil;16.660;3
23/02/2011;Brazil;16.737;4
24/02/2011;Brazil;16.617;5
25/02/2011;Brazil;16.597;6
28/02/2011;Brazil;16.598;2
01/03/2011;Brazil;16.600;3
02/03/2011;Brazil;16.600;4
03/03/2011;Brazil;16.550;5
04/03/2011;Brazil;16.432;6
07/03/2011;Brazil;16.532;2
08/03/2011;Brazil;16.542;3
09/03/2011;Brazil;16.553;4
10/03/2011;Brazil;16.589;5
11/03/2011;Brazil;16.612;6
14/03/2011;Brazil;16.658;2
15/03/2011;Brazil;16.673;3
16/03/2011;Brazil;16.685;4
17/03/2011;Brazil;16.723;5
18/03/2011;Brazil;16.727;6
21/03/2011;Brazil;16.638;2
22/03/2011;Brazil;16.632;3
23/03/2011;Brazil;16.609;4
24/03/2011;Brazil;16.565;5
25/03/2011;Brazil;16.560;6
28/03/2011;Brazil;16.591;2
29/03/2011;Brazil;16.559;3
30/03/2011;Brazil;16.274;4
31/03/2011;Brazil;16.287;5
01/04/2011;Brazil;16.156;6
04/04/2011;Brazil;16.099;2
05/04/2011;Brazil;16.083;3
06/04/2011;Brazil;16.021;4
07/04/2011;Brazil;15.925;5
08/04/2011;Brazil;15.765;6
11/04/2011;Brazil;15.790;2
12/04/2011;Brazil;15.895;3
13/04/2011;Brazil;15.923;4
14/04/2011;Brazil;15.825;5
15/04/2011;Brazil;15.721;6
18/04/2011;Brazil;15.950;2
19/04/2011;Brazil;15.800;3
20/04/2011;Brazil;15.683;4
21/04/2011;Brazil;15.635;5
22/04/2011;Brazil;15.660;6
25/04/2011;Brazil;15.701;2
26/04/2011;Brazil;15.636;3
27/04/2011;Brazil;15.685;4
28/04/2011;Brazil;15.870;5
29/04/2011;Brazil;15.670;6
02/05/2011;Brazil;15.745;2
03/05/2011;Brazil;15.835;3
04/05/2011;Brazil;16.030;4
05/05/2011;Brazil;16.172;5
06/05/2011;Brazil;16.037;6
09/05/2011;Brazil;16.210;2
10/05/2011;Brazil;16.069;3
11/05/2011;Brazil;16.190;4
12/05/2011;Brazil;16.192;5
13/05/2011;Brazil;16.382;6
16/05/2011;Brazil;16.266;2
17/05/2011;Brazil;16.335;3
18/05/2011;Brazil;16.115;4
19/05/2011;Brazil;16.179;5
20/05/2011;Brazil;16.155;6
23/05/2011;Brazil;16.345;2
24/05/2011;Brazil;16.287;3
25/05/2011;Brazil;16.264;4
26/05/2011;Brazil;16.232;5
27/05/2011;Brazil;15.985;6
30/05/2011;Brazil;;2
31/05/2011;Brazil;15.833;3
01/06/2011;Brazil;15.831;4
02/06/2011;Brazil;15.813;5
03/06/2011;Brazil;15.722;6
06/06/2011;Brazil;15.799;2
07/06/2011;Brazil;15.748;3
08/06/2011;Brazil;15.810;4
09/06/2011;Brazil;15.832;5
10/06/2011;Brazil;15.974;6
13/06/2011;Brazil;15.892;2
14/06/2011;Brazil;15.808;3
15/06/2011;Brazil;15.940;4
16/06/2011;Brazil;16.106;5
17/06/2011;Brazil;15.960;6
20/06/2011;Brazil;15.932;2
21/06/2011;Brazil;15.882;3
22/06/2011;Brazil;15.872;4
23/06/2011;Brazil;15.904;5
24/06/2011;Brazil;15.949;6
27/06/2011;Brazil;15.941;2
28/06/2011;Brazil;15.790;3
29/06/2011;Brazil;15.690;4
30/06/2011;Brazil;15.595;5
01/07/2011;Brazil;15.558;6
04/07/2011;Brazil;;2
05/07/2011;Brazil;15.636;3
06/07/2011;Brazil;15.655;4
07/07/2011;Brazil;15.543;5
08/07/2011;Brazil;15.631;6
11/07/2011;Brazil;15.776;2
12/07/2011;Brazil;15.760;3
13/07/2011;Brazil;15.708;4
14/07/2011;Brazil;15.733;5
15/07/2011;Brazil;15.740;6
18/07/2011;Brazil;15.833;2
19/07/2011;Brazil;15.675;3
20/07/2011;Brazil;15.655;4
21/07/2011;Brazil;15.538;5
22/07/2011;Brazil;15.509;6
25/07/2011;Brazil;15.402;2
26/07/2011;Brazil;15.375;3
27/07/2011;Brazil;15.660;4
28/07/2011;Brazil;15.620;5
29/07/2011;Brazil;15.495;6
01/08/2011;Brazil;15.610;2
02/08/2011;Brazil;15.651;3
03/08/2011;Brazil;15.645;4
04/08/2011;Brazil;15.790;5
05/08/2011;Brazil;15.993;6
08/08/2011;Brazil;15.990;2
09/08/2011;Brazil;16.290;3
10/08/2011;Brazil;16.240;4
11/08/2011;Brazil;16.277;5
12/08/2011;Brazil;16.125;6
15/08/2011;Brazil;15.937;2
16/08/2011;Brazil;15.871;3
17/08/2011;Brazil;15.841;4
18/08/2011;Brazil;16.046;5
19/08/2011;Brazil;15.986;6
22/08/2011;Brazil;16.058;2
23/08/2011;Brazil;15.991;3
24/08/2011;Brazil;16.051;4
25/08/2011;Brazil;16.115;5
26/08/2011;Brazil;16.055;6
29/08/2011;Brazil;15.957;2
30/08/2011;Brazil;15.867;3
31/08/2011;Brazil;15.841;4
01/09/2011;Brazil;16.005;5
02/09/2011;Brazil;16.345;6
05/09/2011;Brazil;;2
06/09/2011;Brazil;16.610;3
07/09/2011;Brazil;16.543;4
08/09/2011;Brazil;16.545;5
09/09/2011;Brazil;16.798;6
12/09/2011;Brazil;16.964;2
13/09/2011;Brazil;17.132;3
14/09/2011;Brazil;17.280;4
15/09/2011;Brazil;17.115;5
16/09/2011;Brazil;17.097;6
19/09/2011;Brazil;17.866;2
20/09/2011;Brazil;17.891;3
21/09/2011;Brazil;18.355;4
22/09/2011;Brazil;18.787;5
23/09/2011;Brazil;18.585;6
26/09/2011;Brazil;18.452;2
27/09/2011;Brazil;18.067;3
28/09/2011;Brazil;18.150;4
29/09/2011;Brazil;18.261;5
30/09/2011;Brazil;18.485;6
03/10/2011;Brazil;18.815;2
04/10/2011;Brazil;18.810;3
05/10/2011;Brazil;18.356;4
06/10/2011;Brazil;18.081;5
07/10/2011;Brazil;17.662;6
10/10/2011;Brazil;;2
11/10/2011;Brazil;17.529;3
12/10/2011;Brazil;17.745;4
13/10/2011;Brazil;17.450;5
14/10/2011;Brazil;17.373;6
17/10/2011;Brazil;17.491;2
18/10/2011;Brazil;17.568;3
19/10/2011;Brazil;17.655;4
20/10/2011;Brazil;17.983;5
21/10/2011;Brazil;17.702;6
24/10/2011;Brazil;17.522;2
25/10/2011;Brazil;17.611;3
26/10/2011;Brazil;17.645;4
27/10/2011;Brazil;17.207;5
28/10/2011;Brazil;16.916;6
31/10/2011;Brazil;16.933;2
01/11/2011;Brazil;17.525;3
02/11/2011;Brazil;17.355;4
03/11/2011;Brazil;17.433;5
04/11/2011;Brazil;17.545;6
07/11/2011;Brazil;17.516;2
08/11/2011;Brazil;17.388;3
09/11/2011;Brazil;17.596;4
10/11/2011;Brazil;17.627;5
11/11/2011;Brazil;;6
14/11/2011;Brazil;17.623;2
15/11/2011;Brazil;17.711;3
16/11/2011;Brazil;17.723;4
17/11/2011;Brazil;17.671;5
18/11/2011;Brazil;17.817;6
21/11/2011;Brazil;18.064;2
22/11/2011;Brazil;18.141;3
23/11/2011;Brazil;18.606;4
24/11/2011;Brazil;;5
25/11/2011;Brazil;18.865;6
28/11/2011;Brazil;18.545;2
29/11/2011;Brazil;18.461;3
30/11/2011;Brazil;18.072;4
01/12/2011;Brazil;17.965;5
02/12/2011;Brazil;18.002;6
05/12/2011;Brazil;17.841;2
06/12/2011;Brazil;17.940;3
07/12/2011;Brazil;17.908;4
08/12/2011;Brazil;18.137;5
09/12/2011;Brazil;18.072;6
12/12/2011;Brazil;18.385;2
13/12/2011;Brazil;18.527;3
14/12/2011;Brazil;18.812;4
15/12/2011;Brazil;18.603;5
16/12/2011;Brazil;18.548;6
19/12/2011;Brazil;18.662;2
20/12/2011;Brazil;18.459;3
21/12/2011;Brazil;18.574;4
22/12/2011;Brazil;18.523;5
23/12/2011;Brazil;18.595;6
26/12/2011;Brazil;;2
27/12/2011;Brazil;18.591;3
28/12/2011;Brazil;18.779;4
29/12/2011;Brazil;18.662;5
30/12/2011;Brazil;18.627;6
02/01/2012;Brazil;;2
03/01/2012;Brazil;18.338;3
04/01/2012;Brazil;18.205;4
05/01/2012;Brazil;18.399;5
06/01/2012;Brazil;18.487;6
09/01/2012;Brazil;18.411;2
10/01/2012;Brazil;18.041;3
11/01/2012;Brazil;18.057;4
12/01/2012;Brazil;17.825;5
13/01/2012;Brazil;17.945;6
16/01/2012;Brazil;;2
17/01/2012;Brazil;17.778;3
18/01/2012;Brazil;17.688;4
19/01/2012;Brazil;17.593;5
20/01/2012;Brazil;17.629;6
23/01/2012;Brazil;17.534;2
24/01/2012;Brazil;17.637;3
25/01/2012;Brazil;17.613;4
26/01/2012;Brazil;17.392;5
27/01/2012;Brazil;17.401;6
30/01/2012;Brazil;17.507;2
31/01/2012;Brazil;17.527;3
01/02/2012;Brazil;17.383;4
02/02/2012;Brazil;17.233;5
03/02/2012;Brazil;17.232;6
06/02/2012;Brazil;17.154;2
07/02/2012;Brazil;17.214;3
08/02/2012;Brazil;17.185;4
09/02/2012;Brazil;17.200;5
10/02/2012;Brazil;17.260;6
13/02/2012;Brazil;17.202;2
14/02/2012;Brazil;17.159;3
15/02/2012;Brazil;17.173;4
16/02/2012;Brazil;17.221;5
17/02/2012;Brazil;17.135;6
20/02/2012;Brazil;;2
21/02/2012;Brazil;17.171;3
22/02/2012;Brazil;17.074;4
23/02/2012;Brazil;17.096;5
24/02/2012;Brazil;17.065;6
27/02/2012;Brazil;17.058;2
28/02/2012;Brazil;16.997;3
29/02/2012;Brazil;17.148;4
01/03/2012;Brazil;17.108;5
02/03/2012;Brazil;17.263;6
05/03/2012;Brazil;17.353;2
06/03/2012;Brazil;17.584;3
07/03/2012;Brazil;17.626;4
08/03/2012;Brazil;17.747;5
09/03/2012;Brazil;17.865;6
12/03/2012;Brazil;18.202;2
13/03/2012;Brazil;17.969;3
14/03/2012;Brazil;18.175;4
15/03/2012;Brazil;18.052;5
16/03/2012;Brazil;18.025;6
19/03/2012;Brazil;18.073;2
20/03/2012;Brazil;18.214;3
21/03/2012;Brazil;18.265;4
22/03/2012;Brazil;18.230;5
23/03/2012;Brazil;18.158;6
26/03/2012;Brazil;18.155;2
27/03/2012;Brazil;18.112;3
28/03/2012;Brazil;18.253;4
29/03/2012;Brazil;18.332;5
30/03/2012;Brazil;18.205;6
02/04/2012;Brazil;18.257;2
03/04/2012;Brazil;18.232;3
04/04/2012;Brazil;18.293;4
05/04/2012;Brazil;18.296;5
06/04/2012;Brazil;18.218;6
09/04/2012;Brazil;18.218;2
10/04/2012;Brazil;18.340;3
11/04/2012;Brazil;18.311;4
12/04/2012;Brazil;18.261;5
13/04/2012;Brazil;18.363;6
16/04/2012;Brazil;18.384;2
17/04/2012;Brazil;18.503;3
18/04/2012;Brazil;18.703;4
19/04/2012;Brazil;18.846;5
20/04/2012;Brazil;18.662;6
23/04/2012;Brazil;18.854;2
24/04/2012;Brazil;18.765;3
25/04/2012;Brazil;18.828;4
26/04/2012;Brazil;18.865;5
27/04/2012;Brazil;18.843;6
30/04/2012;Brazil;18.930;2
01/05/2012;Brazil;19.037;3
02/05/2012;Brazil;19.151;4
03/05/2012;Brazil;19.275;5
04/05/2012;Brazil;19.258;6
07/05/2012;Brazil;19.240;2
08/05/2012;Brazil;19.365;3
09/05/2012;Brazil;19.560;4
10/05/2012;Brazil;19.545;5
11/05/2012;Brazil;19.404;6
14/05/2012;Brazil;19.884;2
15/05/2012;Brazil;19.935;3
16/05/2012;Brazil;20.000;4
17/05/2012;Brazil;19.940;5
18/05/2012;Brazil;20.190;6
21/05/2012;Brazil;20.455;2
22/05/2012;Brazil;20.460;3
23/05/2012;Brazil;20.675;4
24/05/2012;Brazil;20.306;5
25/05/2012;Brazil;19.917;6
28/05/2012;Brazil;;2
29/05/2012;Brazil;19.973;3
30/05/2012;Brazil;20.095;4
31/05/2012;Brazil;20.160;5
01/06/2012;Brazil;20.325;6
04/06/2012;Brazil;20.439;2
05/06/2012;Brazil;20.299;3
06/06/2012;Brazil;20.170;4
07/06/2012;Brazil;20.325;5
08/06/2012;Brazil;20.257;6
11/06/2012;Brazil;20.369;2
12/06/2012;Brazil;20.586;3
13/06/2012;Brazil;20.628;4
14/06/2012;Brazil;20.724;5
15/06/2012;Brazil;20.397;6
18/06/2012;Brazil;20.660;2
19/06/2012;Brazil;20.352;3
20/06/2012;Brazil;20.306;4
21/06/2012;Brazil;20.446;5
22/06/2012;Brazil;20.573;6
25/06/2012;Brazil;20.745;2
26/06/2012;Brazil;20.735;3
27/06/2012;Brazil;20.791;4
28/06/2012;Brazil;20.904;5
29/06/2012;Brazil;20.090;6
02/07/2012;Brazil;19.887;2
03/07/2012;Brazil;19.968;3
04/07/2012;Brazil;;4
05/07/2012;Brazil;20.271;5
06/07/2012;Brazil;20.369;6
09/07/2012;Brazil;20.311;2
10/07/2012;Brazil;20.343;3
11/07/2012;Brazil;20.367;4
12/07/2012;Brazil;20.477;5
13/07/2012;Brazil;20.376;6
16/07/2012;Brazil;20.391;2
17/07/2012;Brazil;20.327;3
18/07/2012;Brazil;20.214;4
19/07/2012;Brazil;20.212;5
20/07/2012;Brazil;20.217;6
23/07/2012;Brazil;20.393;2
24/07/2012;Brazil;20.428;3
25/07/2012;Brazil;20.381;4
26/07/2012;Brazil;20.268;5
27/07/2012;Brazil;20.138;6
30/07/2012;Brazil;20.354;2
31/07/2012;Brazil;20.514;3
01/08/2012;Brazil;20.384;4
02/08/2012;Brazil;20.514;5
03/08/2012;Brazil;20.237;6
06/08/2012;Brazil;20.260;2
07/08/2012;Brazil;20.270;3
08/08/2012;Brazil;20.228;4
09/08/2012;Brazil;20.175;5
10/08/2012;Brazil;20.150;6
13/08/2012;Brazil;20.279;2
14/08/2012;Brazil;20.256;3
15/08/2012;Brazil;20.230;4
16/08/2012;Brazil;20.203;5
17/08/2012;Brazil;20.176;6
20/08/2012;Brazil;20.196;2
21/08/2012;Brazil;20.171;3
22/08/2012;Brazil;20.206;4
23/08/2012;Brazil;20.242;5
24/08/2012;Brazil;20.213;6
27/08/2012;Brazil;20.301;2
28/08/2012;Brazil;20.492;3
29/08/2012;Brazil;20.480;4
30/08/2012;Brazil;20.463;5
31/08/2012;Brazil;20.301;6
03/09/2012;Brazil;;2
04/09/2012;Brazil;20.420;3
05/09/2012;Brazil;20.385;4
06/09/2012;Brazil;20.330;5
07/09/2012;Brazil;20.274;6
10/09/2012;Brazil;20.225;2
11/09/2012;Brazil;20.209;3
12/09/2012;Brazil;20.191;4
13/09/2012;Brazil;20.250;5
14/09/2012;Brazil;20.172;6
17/09/2012;Brazil;20.300;2
18/09/2012;Brazil;20.251;3
19/09/2012;Brazil;20.218;4
20/09/2012;Brazil;20.237;5
21/09/2012;Brazil;20.230;6
24/09/2012;Brazil;20.245;2
25/09/2012;Brazil;20.244;3
26/09/2012;Brazil;20.338;4
27/09/2012;Brazil;20.307;5
28/09/2012;Brazil;20.277;6
01/10/2012;Brazil;20.254;2
02/10/2012;Brazil;20.260;3
03/10/2012;Brazil;20.244;4
04/10/2012;Brazil;20.210;5
05/10/2012;Brazil;20.273;6
