Date;Country;Value;Semana
08/10/2012;Brazil;;2
09/10/2012;Brazil;20.354;3
10/10/2012;Brazil;20.399;4
11/10/2012;Brazil;20.360;5
12/10/2012;Brazil;20.436;6
15/10/2012;Brazil;20.355;2
16/10/2012;Brazil;20.326;3
17/10/2012;Brazil;20.323;4
18/10/2012;Brazil;20.280;5
19/10/2012;Brazil;20.269;6
22/10/2012;Brazil;20.240;2
23/10/2012;Brazil;20.284;3
24/10/2012;Brazil;20.267;4
25/10/2012;Brazil;20.254;5
26/10/2012;Brazil;20.250;6
29/10/2012;Brazil;20.295;2
30/10/2012;Brazil;20.310;3
31/10/2012;Brazil;20.298;4
01/11/2012;Brazil;20.304;5
02/11/2012;Brazil;20.304;6
05/11/2012;Brazil;20.344;2
06/11/2012;Brazil;20.330;3
07/11/2012;Brazil;20.335;4
08/11/2012;Brazil;20.397;5
09/11/2012;Brazil;20.475;6
12/11/2012;Brazil;;2
13/11/2012;Brazil;20.638;3
14/11/2012;Brazil;20.680;4
15/11/2012;Brazil;20.663;5
16/11/2012;Brazil;20.781;6
19/11/2012;Brazil;20.725;2
20/11/2012;Brazil;20.800;3
21/11/2012;Brazil;20.962;4
22/11/2012;Brazil;;5
23/11/2012;Brazil;20.872;6
26/11/2012;Brazil;20.838;2
27/11/2012;Brazil;20.750;3
28/11/2012;Brazil;20.900;4
29/11/2012;Brazil;21.028;5
30/11/2012;Brazil;21.118;6
03/12/2012;Brazil;21.141;2
04/12/2012;Brazil;21.133;3
05/12/2012;Brazil;21.005;4
06/12/2012;Brazil;20.790;5
07/12/2012;Brazil;20.800;6
10/12/2012;Brazil;20.815;2
11/12/2012;Brazil;20.785;3
12/12/2012;Brazil;20.791;4
13/12/2012;Brazil;20.790;5
14/12/2012;Brazil;20.827;6
17/12/2012;Brazil;20.930;2
18/12/2012;Brazil;20.852;3
19/12/2012;Brazil;20.747;4
20/12/2012;Brazil;20.596;5
21/12/2012;Brazil;20.767;6
24/12/2012;Brazil;20.790;2
25/12/2012;Brazil;;3
26/12/2012;Brazil;20.495;4
27/12/2012;Brazil;20.517;5
28/12/2012;Brazil;20.445;6
31/12/2012;Brazil;20.476;2
01/01/2013;Brazil;;3
02/01/2013;Brazil;20.425;4
03/01/2013;Brazil;20.360;5
04/01/2013;Brazil;20.350;6
07/01/2013;Brazil;20.260;2
08/01/2013;Brazil;20.393;3
09/01/2013;Brazil;20.384;4
10/01/2013;Brazil;20.325;5
11/01/2013;Brazil;20.375;6
14/01/2013;Brazil;20.301;2
15/01/2013;Brazil;20.375;3
16/01/2013;Brazil;20.405;4
17/01/2013;Brazil;20.425;5
18/01/2013;Brazil;20.441;6
21/01/2013;Brazil;;2
22/01/2013;Brazil;20.478;3
23/01/2013;Brazil;20.375;4
24/01/2013;Brazil;20.285;5
25/01/2013;Brazil;20.290;6
28/01/2013;Brazil;20.028;2
29/01/2013;Brazil;19.893;3
30/01/2013;Brazil;19.860;4
31/01/2013;Brazil;19.875;5
01/02/2013;Brazil;19.810;6
04/02/2013;Brazil;19.913;2
05/02/2013;Brazil;19.840;3
06/02/2013;Brazil;19.847;4
07/02/2013;Brazil;19.708;5
08/02/2013;Brazil;19.725;6
11/02/2013;Brazil;19.724;2
12/02/2013;Brazil;19.680;3
13/02/2013;Brazil;19.663;4
14/02/2013;Brazil;19.590;5
15/02/2013;Brazil;19.615;6
18/02/2013;Brazil;;2
19/02/2013;Brazil;19.564;3
20/02/2013;Brazil;19.605;4
21/02/2013;Brazil;19.727;5
22/02/2013;Brazil;19.710;6
25/02/2013;Brazil;19.688;2
26/02/2013;Brazil;19.905;3
27/02/2013;Brazil;19.776;4
28/02/2013;Brazil;19.767;5
01/03/2013;Brazil;19.829;6
04/03/2013;Brazil;19.798;2
05/03/2013;Brazil;19.654;3
06/03/2013;Brazil;19.667;4
07/03/2013;Brazil;19.595;5
08/03/2013;Brazil;19.480;6
11/03/2013;Brazil;19.593;2
12/03/2013;Brazil;19.620;3
13/03/2013;Brazil;19.615;4
14/03/2013;Brazil;19.665;5
15/03/2013;Brazil;19.755;6
18/03/2013;Brazil;19.865;2
19/03/2013;Brazil;19.874;3
20/03/2013;Brazil;19.865;4
21/03/2013;Brazil;19.934;5
22/03/2013;Brazil;20.170;6
25/03/2013;Brazil;20.136;2
26/03/2013;Brazil;20.067;3
27/03/2013;Brazil;20.133;4
28/03/2013;Brazil;20.160;5
29/03/2013;Brazil;20.210;6
01/04/2013;Brazil;20.180;2
02/04/2013;Brazil;20.175;3
03/04/2013;Brazil;20.235;4
04/04/2013;Brazil;20.180;5
05/04/2013;Brazil;19.925;6
08/04/2013;Brazil;19.890;2
09/04/2013;Brazil;19.865;3
10/04/2013;Brazil;19.765;4
11/04/2013;Brazil;19.720;5
12/04/2013;Brazil;19.690;6
15/04/2013;Brazil;19.755;2
16/04/2013;Brazil;19.965;3
17/04/2013;Brazil;20.000;4
18/04/2013;Brazil;20.180;5
19/04/2013;Brazil;20.075;6
22/04/2013;Brazil;20.138;2
23/04/2013;Brazil;20.145;3
24/04/2013;Brazil;20.225;4
25/04/2013;Brazil;20.115;5
26/04/2013;Brazil;20.016;6
29/04/2013;Brazil;20.015;2
30/04/2013;Brazil;19.990;3
01/05/2013;Brazil;20.065;4
02/05/2013;Brazil;20.128;5
03/05/2013;Brazil;20.098;6
06/05/2013;Brazil;20.120;2
07/05/2013;Brazil;20.086;3
08/05/2013;Brazil;20.003;4
09/05/2013;Brazil;20.010;5
10/05/2013;Brazil;20.275;6
13/05/2013;Brazil;20.163;2
14/05/2013;Brazil;20.054;3
15/05/2013;Brazil;20.280;4
16/05/2013;Brazil;20.244;5
17/05/2013;Brazil;20.364;6
20/05/2013;Brazil;20.357;2
21/05/2013;Brazil;20.373;3
22/05/2013;Brazil;20.398;4
23/05/2013;Brazil;20.526;5
24/05/2013;Brazil;20.516;6
27/05/2013;Brazil;;2
28/05/2013;Brazil;20.679;3
29/05/2013;Brazil;20.973;4
30/05/2013;Brazil;21.095;5
31/05/2013;Brazil;21.217;6
03/06/2013;Brazil;21.365;2
04/06/2013;Brazil;21.409;3
05/06/2013;Brazil;21.261;4
06/06/2013;Brazil;21.270;5
07/06/2013;Brazil;21.340;6
10/06/2013;Brazil;21.365;2
11/06/2013;Brazil;21.428;3
12/06/2013;Brazil;21.470;4
13/06/2013;Brazil;21.459;5
14/06/2013;Brazil;21.392;6
17/06/2013;Brazil;21.576;2
18/06/2013;Brazil;21.640;3
19/06/2013;Brazil;21.743;4
20/06/2013;Brazil;22.655;5
21/06/2013;Brazil;22.680;6
24/06/2013;Brazil;22.479;2
25/06/2013;Brazil;22.207;3
26/06/2013;Brazil;21.994;4
27/06/2013;Brazil;21.864;5
28/06/2013;Brazil;22.075;6
01/07/2013;Brazil;22.280;2
02/07/2013;Brazil;22.395;3
03/07/2013;Brazil;22.608;4
04/07/2013;Brazil;;5
05/07/2013;Brazil;22.635;6
08/07/2013;Brazil;22.605;2
09/07/2013;Brazil;22.620;3
10/07/2013;Brazil;22.732;4
11/07/2013;Brazil;22.670;5
12/07/2013;Brazil;22.677;6
15/07/2013;Brazil;22.450;2
16/07/2013;Brazil;22.439;3
17/07/2013;Brazil;22.315;4
18/07/2013;Brazil;22.282;5
19/07/2013;Brazil;22.345;6
22/07/2013;Brazil;22.317;2
23/07/2013;Brazil;22.212;3
24/07/2013;Brazil;22.388;4
25/07/2013;Brazil;22.586;5
26/07/2013;Brazil;22.525;6
29/07/2013;Brazil;22.605;2
30/07/2013;Brazil;22.730;3
31/07/2013;Brazil;22.987;4
01/08/2013;Brazil;22.980;5
02/08/2013;Brazil;22.875;6
05/08/2013;Brazil;23.016;2
06/08/2013;Brazil;22.924;3
07/08/2013;Brazil;22.985;4
08/08/2013;Brazil;22.748;5
09/08/2013;Brazil;22.710;6
12/08/2013;Brazil;22.730;2
13/08/2013;Brazil;23.063;3
14/08/2013;Brazil;23.130;4
15/08/2013;Brazil;23.417;5
16/08/2013;Brazil;23.585;6
19/08/2013;Brazil;24.021;2
20/08/2013;Brazil;23.959;3
21/08/2013;Brazil;24.226;4
22/08/2013;Brazil;24.464;5
23/08/2013;Brazil;23.679;6
26/08/2013;Brazil;23.858;2
27/08/2013;Brazil;23.925;3
28/08/2013;Brazil;23.298;4
29/08/2013;Brazil;23.572;5
30/08/2013;Brazil;23.809;6
02/09/2013;Brazil;;2
03/09/2013;Brazil;23.830;3
04/09/2013;Brazil;23.536;4
05/09/2013;Brazil;23.232;5
06/09/2013;Brazil;22.900;6
09/09/2013;Brazil;22.799;2
10/09/2013;Brazil;22.930;3
11/09/2013;Brazil;22.884;4
12/09/2013;Brazil;22.716;5
13/09/2013;Brazil;22.825;6
16/09/2013;Brazil;22.730;2
17/09/2013;Brazil;22.550;3
18/09/2013;Brazil;22.429;4
19/09/2013;Brazil;22.067;5
20/09/2013;Brazil;22.047;6
23/09/2013;Brazil;21.997;2
24/09/2013;Brazil;21.978;3
25/09/2013;Brazil;22.221;4
26/09/2013;Brazil;22.380;5
27/09/2013;Brazil;22.577;6
30/09/2013;Brazil;22.193;2
01/10/2013;Brazil;22.240;3
02/10/2013;Brazil;22.031;4
03/10/2013;Brazil;22.086;5
04/10/2013;Brazil;22.005;6
07/10/2013;Brazil;22.027;2
08/10/2013;Brazil;22.016;3
09/10/2013;Brazil;22.080;4
10/10/2013;Brazil;21.769;5
11/10/2013;Brazil;21.846;6
14/10/2013;Brazil;;2
15/10/2013;Brazil;21.765;3
16/10/2013;Brazil;21.567;4
17/10/2013;Brazil;21.615;5
18/10/2013;Brazil;21.630;6
21/10/2013;Brazil;21.728;2
22/10/2013;Brazil;21.673;3
23/10/2013;Brazil;21.805;4
24/10/2013;Brazil;21.948;5
25/10/2013;Brazil;21.870;6
28/10/2013;Brazil;21.828;2
29/10/2013;Brazil;21.785;3
30/10/2013;Brazil;21.860;4
31/10/2013;Brazil;22.235;5
01/11/2013;Brazil;22.585;6
04/11/2013;Brazil;22.425;2
05/11/2013;Brazil;22.850;3
06/11/2013;Brazil;22.865;4
07/11/2013;Brazil;22.995;5
08/11/2013;Brazil;23.201;6
11/11/2013;Brazil;;2
12/11/2013;Brazil;23.303;3
13/11/2013;Brazil;23.259;4
14/11/2013;Brazil;23.229;5
15/11/2013;Brazil;23.140;6
18/11/2013;Brazil;22.705;2
19/11/2013;Brazil;22.673;3
20/11/2013;Brazil;22.705;4
21/11/2013;Brazil;23.080;5
22/11/2013;Brazil;22.908;6
25/11/2013;Brazil;22.900;2
26/11/2013;Brazil;22.980;3
27/11/2013;Brazil;23.080;4
28/11/2013;Brazil;;5
29/11/2013;Brazil;23.345;6
02/12/2013;Brazil;23.530;2
03/12/2013;Brazil;23.664;3
04/12/2013;Brazil;23.784;4
05/12/2013;Brazil;23.620;5
06/12/2013;Brazil;23.338;6
09/12/2013;Brazil;23.197;2
10/12/2013;Brazil;23.106;3
11/12/2013;Brazil;23.308;4
12/12/2013;Brazil;23.390;5
13/12/2013;Brazil;23.370;6
16/12/2013;Brazil;23.215;2
17/12/2013;Brazil;23.181;3
18/12/2013;Brazil;23.462;4
19/12/2013;Brazil;23.535;5
20/12/2013;Brazil;23.741;6
23/12/2013;Brazil;23.685;2
24/12/2013;Brazil;23.570;3
25/12/2013;Brazil;;4
26/12/2013;Brazil;23.535;5
27/12/2013;Brazil;23.527;6
30/12/2013;Brazil;23.524;2
31/12/2013;Brazil;23.608;3
01/01/2014;Brazil;;4
02/01/2014;Brazil;24.015;5
03/01/2014;Brazil;23.831;6
06/01/2014;Brazil;23.744;2
07/01/2014;Brazil;23.732;3
08/01/2014;Brazil;23.883;4
09/01/2014;Brazil;24.017;5
10/01/2014;Brazil;23.645;6
13/01/2014;Brazil;23.540;2
14/01/2014;Brazil;23.557;3
15/01/2014;Brazil;23.500;4
16/01/2014;Brazil;23.681;5
17/01/2014;Brazil;23.550;6
20/01/2014;Brazil;;2
21/01/2014;Brazil;23.620;3
22/01/2014;Brazil;23.739;4
23/01/2014;Brazil;23.895;5
24/01/2014;Brazil;24.008;6
27/01/2014;Brazil;24.185;2
28/01/2014;Brazil;24.262;3
29/01/2014;Brazil;24.361;4
30/01/2014;Brazil;24.133;5
31/01/2014;Brazil;24.116;6
03/02/2014;Brazil;24.373;2
04/02/2014;Brazil;24.060;3
05/02/2014;Brazil;23.970;4
06/02/2014;Brazil;23.858;5
07/02/2014;Brazil;23.820;6
10/02/2014;Brazil;23.925;2
11/02/2014;Brazil;24.083;3
12/02/2014;Brazil;24.121;4
13/02/2014;Brazil;24.135;5
14/02/2014;Brazil;23.859;6
17/02/2014;Brazil;;2
18/02/2014;Brazil;23.902;3
19/02/2014;Brazil;23.895;4
20/02/2014;Brazil;23.713;5
21/02/2014;Brazil;23.565;6
24/02/2014;Brazil;23.300;2
25/02/2014;Brazil;23.338;3
26/02/2014;Brazil;23.495;4
27/02/2014;Brazil;23.315;5
28/02/2014;Brazil;23.321;6
03/03/2014;Brazil;23.411;2
04/03/2014;Brazil;23.406;3
05/03/2014;Brazil;23.281;4
06/03/2014;Brazil;23.051;5
07/03/2014;Brazil;23.383;6
10/03/2014;Brazil;23.440;2
11/03/2014;Brazil;23.495;3
12/03/2014;Brazil;23.617;4
13/03/2014;Brazil;23.560;5
14/03/2014;Brazil;23.584;6
17/03/2014;Brazil;23.532;2
18/03/2014;Brazil;23.415;3
19/03/2014;Brazil;23.310;4
20/03/2014;Brazil;23.339;5
21/03/2014;Brazil;23.215;6
24/03/2014;Brazil;23.220;2
25/03/2014;Brazil;23.092;3
26/03/2014;Brazil;23.060;4
27/03/2014;Brazil;22.671;5
28/03/2014;Brazil;22.627;6
31/03/2014;Brazil;22.552;2
01/04/2014;Brazil;22.626;3
02/04/2014;Brazil;22.704;4
03/04/2014;Brazil;22.795;5
04/04/2014;Brazil;22.403;6
07/04/2014;Brazil;22.209;2
08/04/2014;Brazil;21.940;3
09/04/2014;Brazil;22.154;4
10/04/2014;Brazil;21.954;5
11/04/2014;Brazil;22.075;6
14/04/2014;Brazil;22.096;2
15/04/2014;Brazil;22.355;3
16/04/2014;Brazil;22.355;4
17/04/2014;Brazil;22.488;5
18/04/2014;Brazil;22.370;6
21/04/2014;Brazil;22.360;2
22/04/2014;Brazil;22.425;3
23/04/2014;Brazil;22.372;4
24/04/2014;Brazil;22.231;5
25/04/2014;Brazil;22.357;6
28/04/2014;Brazil;22.310;2
29/04/2014;Brazil;22.205;3
30/04/2014;Brazil;22.360;4
01/05/2014;Brazil;22.335;5
02/05/2014;Brazil;22.177;6
05/05/2014;Brazil;22.324;2
06/05/2014;Brazil;22.278;3
07/05/2014;Brazil;22.231;4
08/05/2014;Brazil;22.048;5
09/05/2014;Brazil;22.150;6
12/05/2014;Brazil;22.190;2
13/05/2014;Brazil;22.095;3
14/05/2014;Brazil;22.043;4
15/05/2014;Brazil;22.250;5
16/05/2014;Brazil;22.115;6
19/05/2014;Brazil;22.040;2
20/05/2014;Brazil;22.100;3
21/05/2014;Brazil;22.075;4
22/05/2014;Brazil;22.180;5
23/05/2014;Brazil;22.154;6
26/05/2014;Brazil;;2
27/05/2014;Brazil;22.371;3
28/05/2014;Brazil;22.388;4
29/05/2014;Brazil;22.188;5
30/05/2014;Brazil;22.365;6
02/06/2014;Brazil;22.685;2
03/06/2014;Brazil;22.695;3
04/06/2014;Brazil;22.846;4
05/06/2014;Brazil;22.620;5
06/06/2014;Brazil;22.421;6
09/06/2014;Brazil;22.292;2
10/06/2014;Brazil;22.271;3
11/06/2014;Brazil;22.296;4
12/06/2014;Brazil;22.310;5
13/06/2014;Brazil;22.305;6
16/06/2014;Brazil;22.339;2
17/06/2014;Brazil;22.561;3
18/06/2014;Brazil;22.526;4
19/06/2014;Brazil;22.527;5
20/06/2014;Brazil;22.360;6
23/06/2014;Brazil;22.175;2
24/06/2014;Brazil;22.202;3
25/06/2014;Brazil;22.073;4
26/06/2014;Brazil;22.056;5
27/06/2014;Brazil;21.974;6
30/06/2014;Brazil;22.030;2
01/07/2014;Brazil;22.015;3
02/07/2014;Brazil;22.169;4
03/07/2014;Brazil;22.163;5
04/07/2014;Brazil;;6
07/07/2014;Brazil;22.192;2
08/07/2014;Brazil;22.134;3
09/07/2014;Brazil;22.129;4
10/07/2014;Brazil;22.223;5
11/07/2014;Brazil;22.200;6
14/07/2014;Brazil;22.135;2
15/07/2014;Brazil;22.237;3
16/07/2014;Brazil;22.235;4
17/07/2014;Brazil;22.446;5
18/07/2014;Brazil;22.326;6
21/07/2014;Brazil;22.194;2
22/07/2014;Brazil;22.070;3
23/07/2014;Brazil;22.184;4
24/07/2014;Brazil;22.172;5
25/07/2014;Brazil;22.286;6
28/07/2014;Brazil;22.298;2
29/07/2014;Brazil;22.290;3
30/07/2014;Brazil;22.533;4
31/07/2014;Brazil;22.696;5
01/08/2014;Brazil;22.674;6
04/08/2014;Brazil;22.591;2
05/08/2014;Brazil;22.770;3
06/08/2014;Brazil;22.754;4
07/08/2014;Brazil;22.884;5
08/08/2014;Brazil;22.960;6
11/08/2014;Brazil;22.740;2
12/08/2014;Brazil;22.739;3
13/08/2014;Brazil;22.762;4
14/08/2014;Brazil;22.709;5
15/08/2014;Brazil;22.736;6
18/08/2014;Brazil;22.595;2
19/08/2014;Brazil;22.555;3
20/08/2014;Brazil;22.537;4
21/08/2014;Brazil;22.555;5
22/08/2014;Brazil;22.784;6
25/08/2014;Brazil;22.823;2
26/08/2014;Brazil;22.725;3
27/08/2014;Brazil;22.594;4
28/08/2014;Brazil;22.521;5
29/08/2014;Brazil;22.381;6
01/09/2014;Brazil;;2
02/09/2014;Brazil;22.513;3
03/09/2014;Brazil;22.308;4
04/09/2014;Brazil;22.399;5
05/09/2014;Brazil;22.440;6
08/09/2014;Brazil;22.498;2
09/09/2014;Brazil;22.825;3
10/09/2014;Brazil;22.956;4
11/09/2014;Brazil;22.882;5
12/09/2014;Brazil;23.301;6
15/09/2014;Brazil;23.451;2
16/09/2014;Brazil;23.227;3
17/09/2014;Brazil;23.458;4
18/09/2014;Brazil;23.602;5
19/09/2014;Brazil;23.747;6
22/09/2014;Brazil;23.862;2
23/09/2014;Brazil;24.100;3
24/09/2014;Brazil;24.022;4
25/09/2014;Brazil;24.179;5
26/09/2014;Brazil;24.243;6
29/09/2014;Brazil;24.458;2
30/09/2014;Brazil;24.484;3
01/10/2014;Brazil;24.746;4
02/10/2014;Brazil;24.881;5
03/10/2014;Brazil;24.870;6
06/10/2014;Brazil;24.086;2
07/10/2014;Brazil;23.901;3
08/10/2014;Brazil;24.274;4
09/10/2014;Brazil;23.922;5
10/10/2014;Brazil;24.096;6
13/10/2014;Brazil;;2
14/10/2014;Brazil;23.943;3
15/10/2014;Brazil;24.393;4
16/10/2014;Brazil;24.742;5
17/10/2014;Brazil;24.328;6
20/10/2014;Brazil;24.555;2
21/10/2014;Brazil;24.687;3
22/10/2014;Brazil;24.711;4
23/10/2014;Brazil;25.029;5
24/10/2014;Brazil;24.657;6
27/10/2014;Brazil;25.429;2
28/10/2014;Brazil;24.705;3
29/10/2014;Brazil;24.349;4
30/10/2014;Brazil;24.058;5
31/10/2014;Brazil;24.535;6
03/11/2014;Brazil;24.964;2
04/11/2014;Brazil;25.178;3
05/11/2014;Brazil;25.070;4
06/11/2014;Brazil;25.541;5
07/11/2014;Brazil;25.705;6
10/11/2014;Brazil;25.402;2
11/11/2014;Brazil;;3
12/11/2014;Brazil;25.496;4
13/11/2014;Brazil;25.922;5
14/11/2014;Brazil;26.030;6
17/11/2014;Brazil;26.016;2
18/11/2014;Brazil;25.954;3
19/11/2014;Brazil;25.744;4
20/11/2014;Brazil;25.718;5
21/11/2014;Brazil;25.247;6
24/11/2014;Brazil;25.478;2
25/11/2014;Brazil;25.300;3
26/11/2014;Brazil;25.006;4
27/11/2014;Brazil;;5
28/11/2014;Brazil;25.720;6
01/12/2014;Brazil;25.620;2
02/12/2014;Brazil;25.737;3
03/12/2014;Brazil;25.549;4
04/12/2014;Brazil;25.781;5
05/12/2014;Brazil;26.010;6
08/12/2014;Brazil;26.142;2
09/12/2014;Brazil;25.941;3
10/12/2014;Brazil;26.106;4
11/12/2014;Brazil;26.445;5
12/12/2014;Brazil;26.720;6
15/12/2014;Brazil;26.917;2
16/12/2014;Brazil;27.306;3
17/12/2014;Brazil;26.910;4
18/12/2014;Brazil;26.454;5
19/12/2014;Brazil;26.538;6
22/12/2014;Brazil;26.532;2
23/12/2014;Brazil;26.996;3
24/12/2014;Brazil;26.950;4
25/12/2014;Brazil;;5
26/12/2014;Brazil;;6
29/12/2014;Brazil;26.974;2
30/12/2014;Brazil;26.605;3
31/12/2014;Brazil;26.563;4
01/01/2015;Brazil;;5
02/01/2015;Brazil;26.967;6
05/01/2015;Brazil;27.284;2
06/01/2015;Brazil;27.013;3
07/01/2015;Brazil;27.000;4
08/01/2015;Brazil;26.635;5
09/01/2015;Brazil;26.375;6
12/01/2015;Brazil;26.673;2
13/01/2015;Brazil;26.366;3
14/01/2015;Brazil;26.145;4
15/01/2015;Brazil;26.324;5
16/01/2015;Brazil;26.225;6
19/01/2015;Brazil;;2
20/01/2015;Brazil;26.148;3
21/01/2015;Brazil;25.982;4
22/01/2015;Brazil;25.644;5
23/01/2015;Brazil;25.805;6
26/01/2015;Brazil;25.820;2
27/01/2015;Brazil;25.737;3
28/01/2015;Brazil;25.825;4
29/01/2015;Brazil;26.113;5
30/01/2015;Brazil;26.843;6
02/02/2015;Brazil;27.086;2
03/02/2015;Brazil;27.016;3
04/02/2015;Brazil;27.403;4
05/02/2015;Brazil;27.306;5
06/02/2015;Brazil;27.681;6
09/02/2015;Brazil;27.872;2
10/02/2015;Brazil;28.304;3
11/02/2015;Brazil;28.724;4
12/02/2015;Brazil;28.225;5
13/02/2015;Brazil;28.273;6
16/02/2015;Brazil;;2
17/02/2015;Brazil;28.290;3
18/02/2015;Brazil;28.467;4
19/02/2015;Brazil;28.578;5
20/02/2015;Brazil;28.773;6
23/02/2015;Brazil;28.688;2
24/02/2015;Brazil;28.462;3
25/02/2015;Brazil;28.656;4
26/02/2015;Brazil;28.806;5
27/02/2015;Brazil;28.618;6
02/03/2015;Brazil;28.765;2
03/03/2015;Brazil;28.967;3
04/03/2015;Brazil;29.790;4
05/03/2015;Brazil;29.961;5
06/03/2015;Brazil;30.601;6
09/03/2015;Brazil;31.015;2
10/03/2015;Brazil;31.273;3
11/03/2015;Brazil;30.881;4
12/03/2015;Brazil;31.247;5
13/03/2015;Brazil;32.605;6
16/03/2015;Brazil;32.204;2
17/03/2015;Brazil;32.632;3
18/03/2015;Brazil;32.747;4
19/03/2015;Brazil;32.931;5
20/03/2015;Brazil;32.206;6
23/03/2015;Brazil;31.596;2
24/03/2015;Brazil;31.534;3
25/03/2015;Brazil;31.609;4
26/03/2015;Brazil;31.768;5
27/03/2015;Brazil;32.412;6
30/03/2015;Brazil;32.515;2
31/03/2015;Brazil;31.843;3
01/04/2015;Brazil;31.547;4
02/04/2015;Brazil;31.373;5
03/04/2015;Brazil;31.200;6
06/04/2015;Brazil;30.961;2
07/04/2015;Brazil;31.105;3
08/04/2015;Brazil;30.852;4
09/04/2015;Brazil;30.345;5
10/04/2015;Brazil;30.784;6
13/04/2015;Brazil;31.157;2
14/04/2015;Brazil;30.779;3
15/04/2015;Brazil;30.571;4
16/04/2015;Brazil;30.180;5
17/04/2015;Brazil;30.639;6
20/04/2015;Brazil;30.446;2
21/04/2015;Brazil;30.330;3
22/04/2015;Brazil;29.988;4
23/04/2015;Brazil;29.807;5
24/04/2015;Brazil;29.631;6
27/04/2015;Brazil;29.049;2
28/04/2015;Brazil;29.002;3
29/04/2015;Brazil;29.393;4
30/04/2015;Brazil;30.121;5
01/05/2015;Brazil;30.145;6
04/05/2015;Brazil;30.720;2
05/05/2015;Brazil;30.585;3
06/05/2015;Brazil;30.485;4
07/05/2015;Brazil;30.390;5
08/05/2015;Brazil;29.808;6
11/05/2015;Brazil;30.385;2
12/05/2015;Brazil;30.223;3
13/05/2015;Brazil;30.265;4
14/05/2015;Brazil;29.910;5
15/05/2015;Brazil;29.779;6
18/05/2015;Brazil;30.120;2
19/05/2015;Brazil;30.175;3
20/05/2015;Brazil;30.308;4
21/05/2015;Brazil;30.431;5
22/05/2015;Brazil;30.705;6
25/05/2015;Brazil;;2
26/05/2015;Brazil;31.489;3
27/05/2015;Brazil;31.708;4
28/05/2015;Brazil;31.755;5
29/05/2015;Brazil;31.855;6
01/06/2015;Brazil;31.655;2
02/06/2015;Brazil;31.391;3
03/06/2015;Brazil;31.103;4
04/06/2015;Brazil;31.446;5
05/06/2015;Brazil;31.604;6
08/06/2015;Brazil;31.226;2
09/06/2015;Brazil;30.950;3
10/06/2015;Brazil;31.013;4
11/06/2015;Brazil;31.419;5
12/06/2015;Brazil;31.011;6
15/06/2015;Brazil;30.958;2
16/06/2015;Brazil;31.052;3
17/06/2015;Brazil;30.946;4
18/06/2015;Brazil;30.405;5
19/06/2015;Brazil;30.887;6
22/06/2015;Brazil;30.833;2
23/06/2015;Brazil;30.913;3
24/06/2015;Brazil;30.884;4
25/06/2015;Brazil;31.144;5
26/06/2015;Brazil;31.223;6
29/06/2015;Brazil;31.403;2
30/06/2015;Brazil;31.106;3
01/07/2015;Brazil;31.269;4
02/07/2015;Brazil;31.110;5
03/07/2015;Brazil;;6
06/07/2015;Brazil;31.454;2
07/07/2015;Brazil;31.905;3
08/07/2015;Brazil;32.319;4
09/07/2015;Brazil;32.130;5
10/07/2015;Brazil;31.834;6
13/07/2015;Brazil;31.507;2
14/07/2015;Brazil;31.197;3
15/07/2015;Brazil;31.531;4
16/07/2015;Brazil;31.340;5
17/07/2015;Brazil;31.915;6
20/07/2015;Brazil;32.123;2
21/07/2015;Brazil;31.725;3
22/07/2015;Brazil;32.232;4
23/07/2015;Brazil;32.862;5
24/07/2015;Brazil;33.302;6
27/07/2015;Brazil;33.560;2
28/07/2015;Brazil;33.941;3
29/07/2015;Brazil;33.308;4
30/07/2015;Brazil;33.696;5
31/07/2015;Brazil;34.078;6
03/08/2015;Brazil;34.487;2
04/08/2015;Brazil;34.693;3
05/08/2015;Brazil;34.884;4
06/08/2015;Brazil;35.684;5
07/08/2015;Brazil;35.281;6
10/08/2015;Brazil;34.699;2
11/08/2015;Brazil;35.086;3
12/08/2015;Brazil;34.725;4
13/08/2015;Brazil;35.147;5
14/08/2015;Brazil;34.625;6
17/08/2015;Brazil;34.728;2
18/08/2015;Brazil;34.623;3
19/08/2015;Brazil;35.021;4
20/08/2015;Brazil;34.617;5
21/08/2015;Brazil;34.970;6
24/08/2015;Brazil;35.539;2
25/08/2015;Brazil;35.456;3
26/08/2015;Brazil;36.333;4
27/08/2015;Brazil;35.499;5
28/08/2015;Brazil;35.938;6
31/08/2015;Brazil;36.206;2
01/09/2015;Brazil;36.715;3
02/09/2015;Brazil;37.389;4
03/09/2015;Brazil;37.546;5
04/09/2015;Brazil;38.094;6
07/09/2015;Brazil;;2
08/09/2015;Brazil;38.081;3
09/09/2015;Brazil;37.900;4
10/09/2015;Brazil;38.587;5
11/09/2015;Brazil;38.757;6
14/09/2015;Brazil;38.391;2
15/09/2015;Brazil;38.655;3
16/09/2015;Brazil;38.255;4
17/09/2015;Brazil;38.930;5
18/09/2015;Brazil;39.210;6
21/09/2015;Brazil;39.911;2
22/09/2015;Brazil;40.490;3
23/09/2015;Brazil;41.093;4
24/09/2015;Brazil;41.638;5
25/09/2015;Brazil;39.489;6
28/09/2015;Brazil;40.070;2
29/09/2015;Brazil;40.921;3
30/09/2015;Brazil;39.554;4
01/10/2015;Brazil;40.003;5
02/10/2015;Brazil;39.712;6
05/10/2015;Brazil;38.924;2
06/10/2015;Brazil;38.406;3
